,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
104,20180131T170000Z,20180131T200000Z,0sfrbnpgke0vh9mhp738vope5r@google.com,20180118T200207Z,20180118T200207Z,,0,CONFIRMED,Trabalhar em MortFem,OPAQUE,2018,01,31,2018-01-31,17:00,2018,01,31,2018-01-31,20:00,03:00:00
105,20180125T120000Z,20180125T131500Z,1orbk3gqn59u90miimva6ip8dn@google.com,20180118T192607Z,20180119T125627Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Reunião OSAR,OPAQUE,2018,01,25,2018-01-25,12:00,2018,01,25,2018-01-25,13:15,01:00:15
106,20180121T220000Z,20180121T230000Z,1l9n12gru3epkgq4fd93ca0jae@google.com,20180121T182743Z,20180121T182743Z,"Coffee Shop São Braz\, R. Benfica\, 505 - Madalena\, Recife - PE\,",0,CONFIRMED,Reunião com Regiane,OPAQUE,2018,01,21,2018-01-21,22:00,2018,01,21,2018-01-21,23:00,01:00:00
107,20180125T000000Z,20180125T010000Z,7ht6gp0afdj69r5gr8e4hmcmk2@google.com,20180123T154159Z,20180123T154159Z,,0,CONFIRMED,Reunião ECONS,OPAQUE,2018,01,25,2018-01-25,00:00,2018,01,25,2018-01-25,01:00,01:00:00
108,20180130T110000Z,20180130T130000Z,4t9pvh41tpvtnid6e2dvb2f2is@google.com,20180118T195909Z,20180123T195806Z,,0,CONFIRMED,Aula R com Marcelo Olimpio ,OPAQUE,2018,01,30,2018-01-30,11:00,2018,01,30,2018-01-30,13:00,02:00:00
109,20180208T130000Z,20180208T150000Z,303pe0rduv8h2b13869pqgn3fh@google.com,20180131T194010Z,20180131T194010Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",0,CONFIRMED,Reunião com Beth de Oceano,OPAQUE,2018,02,08,2018-02-08,13:00,2018,02,08,2018-02-08,15:00,02:00:00
110,20180206T120000Z,20180206T150000Z,16r80elp5bmhtosesft4tk0u2f@google.com,20180201T171423Z,20180201T171423Z,,0,CONFIRMED,Aula de R com Marcelo,OPAQUE,2018,02,06,2018-02-06,12:00,2018,02,06,2018-02-06,15:00,03:00:00
111,20180220T120000Z,20180220T140000Z,7lmofbc86543768rdj9e9il423@google.com,20180201T171445Z,20180201T171512Z,,1,CONFIRMED,Aula de R com Marcelo,TRANSPARENT,2018,02,20,2018-02-20,12:00,2018,02,20,2018-02-20,14:00,02:00:00
112,20180207T120000Z,20180207T133000Z,2ihovjq76svjcnaeir3un098u3@google.com,20180205T124614Z,20180205T143320Z,Secretaria Executiva de Juventude do Recife,0,CONFIRMED,Reunião sobre o Diagnóstico com Pedro Guedes,OPAQUE,2018,02,07,2018-02-07,12:00,2018,02,07,2018-02-07,13:30,01:00:30
113,20180208T170000Z,20180208T220000Z,42hlio4ka1grguh34onqgacnhm@google.com,20180207T165231Z,20180207T165231Z,,0,CONFIRMED,Trabalhar em FUNDAJ,OPAQUE,2018,02,08,2018-02-08,17:00,2018,02,08,2018-02-08,22:00,05:00:00
114,20180209T150000Z,20180209T160000Z,1acpsdqa9m4af61lejrfqndoj7@google.com,20180207T165251Z,20180207T165251Z,,0,CONFIRMED,Reunião com Karla,OPAQUE,2018,02,09,2018-02-09,15:00,2018,02,09,2018-02-09,16:00,01:00:00
115,20180221T123000Z,20180221T153000Z,2qoln6sf6681p6od010jijhugj@google.com,20180207T220025Z,20180207T220025Z,,0,CONFIRMED,Aula R Carol,OPAQUE,2018,02,21,2018-02-21,12:30,2018,02,21,2018-02-21,15:30,03:00:00
116,20180216T170000Z,20180216T200000Z,6tgj0d9j6gs3cb9lc8s66b9k6ks32bb168r32b9hccs3ce1h6sqj6d1k6o@google.com,20180215T140337Z,20180215T163411Z,Secretaria Executiva de Juventude do Recife,0,CONFIRMED,Reunião Pesquisa Diagnóstico - monitoramento das atividades,OPAQUE,2018,02,16,2018-02-16,17:00,2018,02,16,2018-02-16,20:00,03:00:00
117,20180221T170000Z,20180221T190000Z,1siiuugq14l9gnrnndoq4jagpj@google.com,20180216T151701Z,20180216T151753Z,,0,CONFIRMED,Reunião da FUNDAJ com Beatriz,OPAQUE,2018,02,21,2018-02-21,17:00,2018,02,21,2018-02-21,19:00,02:00:00
118,20180218T110000Z,20180218T190000Z,0r0ipgerrsnepfbotqmc3gr0bn@google.com,20180216T152351Z,20180216T152351Z,,0,CONFIRMED,Mudança ,OPAQUE,2018,02,18,2018-02-18,11:00,2018,02,18,2018-02-18,19:00,08:00:00
120,20180219T200000Z,20180219T220000Z,3f474hgiv1ig4eacj4gnhcfip5@google.com,20180207T220115Z,20180217T141438Z,,1,CONFIRMED,Aula R Carol,OPAQUE,2018,02,19,2018-02-19,20:00,2018,02,19,2018-02-19,22:00,02:00:00
121,20180219T110000Z,20180219T193000Z,128ekeefop79cnsf3fdrfa83nc@google.com,20180216T152050Z,20180217T141803Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Trabalhar no PIBIC,OPAQUE,2018,02,19,2018-02-19,11:00,2018,02,19,2018-02-19,19:30,08:00:30
122,20180306T170000Z,20180306T200000Z,6t79e7ohkf3gi3e2n03pc1pak9@google.com,20180216T191448Z,20180217T154917Z,,1,CONFIRMED,Reunião DiagJuv,TRANSPARENT,2018,03,06,2018-03-06,17:00,2018,03,06,2018-03-06,20:00,03:00:00
123,20180222T110000Z,20180222T160000Z,0su2p7am0g0oc4pq0kov0nenak@google.com,20180220T014038Z,20180220T014052Z,,1,CONFIRMED,PIBIC FUNDAJ,TRANSPARENT,2018,02,22,2018-02-22,11:00,2018,02,22,2018-02-22,16:00,05:00:00
124,20180222T170000Z,20180222T210000Z,1ictlidqu4sb4f4kom6sq795sb@google.com,20180220T014125Z,20180220T014125Z,,0,CONFIRMED,Workshop Transp.,OPAQUE,2018,02,22,2018-02-22,17:00,2018,02,22,2018-02-22,21:00,04:00:00
125,20180223T130000Z,20180223T150000Z,79ef9jvn6h9l7bs7h4hmvbd4f2@google.com,20180220T014225Z,20180220T014225Z,,0,CONFIRMED,Workshop EIPP,OPAQUE,2018,02,23,2018-02-23,13:00,2018,02,23,2018-02-23,15:00,02:00:00
126,20180223T110000Z,20180223T130000Z,580a7eed7utieh85ngev6mtst7@google.com,20180220T014240Z,20180220T014240Z,,0,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,23,2018-02-23,11:00,2018,02,23,2018-02-23,13:00,02:00:00
127,20180223T170000Z,20180223T203000Z,3vo6fka90ecb8l15vb9e3h455h@google.com,20180220T014302Z,20180220T014302Z,,0,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,23,2018-02-23,17:00,2018,02,23,2018-02-23,20:30,03:00:30
128,20180220T160000Z,20180220T200000Z,0f4p7cncje5g0epcov541u286d@google.com,20180216T152021Z,20180220T014631Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",1,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,20,2018-02-20,16:00,2018,02,20,2018-02-20,20:00,04:00:00
129,20180220T223000Z,20180221T013000Z,40ue9kj9fj5i3b5bvgsabc5ddj@google.com,20180217T141901Z,20180220T014651Z,,0,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,20,2018-02-20,22:30,2018,02,21,2018-02-21,01:30,03:00:00
130,20180224T112000Z,20180224T140000Z,6ka602v8nri573e9c7842u9a6a@google.com,20180220T014754Z,20180220T014754Z,,0,CONFIRMED,Ajeitar Bike,OPAQUE,2018,02,24,2018-02-24,11:20,2018,02,24,2018-02-24,14:00,02:59:40
131,20180224T170000Z,20180224T210000Z,24gg4mqkcbnqjpcat54p5cp0fp@google.com,20180220T014813Z,20180220T014813Z,,0,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,24,2018-02-24,17:00,2018,02,24,2018-02-24,21:00,04:00:00
133,20180205T173000Z,20180205T183000Z,6rter2cklte9lm61qf3vv6onco@google.com,20180117T214940Z,20180221T001956Z,,0,CONFIRMED,2ª Reunião Ordinária Analytique Consultoria 2018,OPAQUE,2018,02,05,2018-02-05,17:30,2018,02,05,2018-02-05,18:30,01:00:00
134,20180226T220000Z,20180226T233000Z,2e0rc7lgh5sa2ivkn2s3k6jbfe@google.com,20180225T110352Z,20180225T110352Z,,0,CONFIRMED,CEBB Várzea,OPAQUE,2018,02,26,2018-02-26,22:00,2018,02,26,2018-02-26,23:30,01:00:30
135,20180226T200000Z,20180226T214000Z,5ocs3itka6741t6k507qks0jb5@google.com,20180225T110315Z,20180225T112927Z,Sala D005 - CCEN,0,CONFIRMED,Programação I,OPAQUE,2018,02,26,2018-02-26,20:00,2018,02,26,2018-02-26,21:40,01:00:40
136,20180227T123000Z,20180227T163000Z,0kp2u34c73uc47iluuiu7fhtf1@google.com,20180217T141650Z,20180225T112948Z,,5,CONFIRMED,Processos de I.R.,OPAQUE,2018,02,27,2018-02-27,12:30,2018,02,27,2018-02-27,16:30,04:00:00
137,20180228T103000Z,20180228T121000Z,41asdam8nnumsd5pt5eo7t50lr@google.com,20180217T142805Z,20180225T113024Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,02,28,2018-02-28,10:30,2018,02,28,2018-02-28,12:10,01:59:40
138,20180302T103000Z,20180302T121000Z,0jncg7fvkqqjdt569b6t43c7lr@google.com,20180217T142823Z,20180225T113052Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,03,02,2018-03-02,10:30,2018,03,02,2018-03-02,12:10,01:59:40
139,20180301T215000Z,20180301T233000Z,5e8sh5j14sjb4q58f0h3qih57d@google.com,20180225T113156Z,20180225T113156Z,Sala D005 CCEN,0,CONFIRMED,Programação I,OPAQUE,2018,03,01,2018-03-01,21:50,2018,03,01,2018-03-01,23:30,01:59:40
140,20180226T110000Z,20180226T193000Z,1rcqnu1ldpnn729n53ge8fos7t@google.com,20180220T015052Z,20180225T113555Z,Biblioteca CFCH,0,CONFIRMED,Trabalhar em PIBIC ,OPAQUE,2018,02,26,2018-02-26,11:00,2018,02,26,2018-02-26,19:30,08:00:30
141,20180301T103000Z,20180301T163000Z,5c46ihscpou02f7f8khpmqip6k@google.com,20180220T015251Z,20180225T114014Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",1,CONFIRMED,Trabalhar em DIAGJUV,OPAQUE,2018,03,01,2018-03-01,10:30,2018,03,01,2018-03-01,16:30,06:00:00
142,20180227T003000Z,20180227T023000Z,6p0j2vg2rmack1vkfelstc3d7s@google.com,20180225T111949Z,20180225T114025Z,Casa,0,CONFIRMED,Trabalhar em DIAGJUV,OPAQUE,2018,02,27,2018-02-27,00:30,2018,02,27,2018-02-27,02:30,02:00:00
143,20180302T003000Z,20180302T023000Z,02d1dcin1k7gbrsguonolh0u8c@google.com,20180225T114329Z,20180225T114339Z,Casa,0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,03,02,2018-03-02,00:30,2018,03,02,2018-03-02,02:30,02:00:00
144,20180228T230000Z,20180301T020000Z,29fnau1ikdjbt4bkh9d2sc8sj1@google.com,20180225T114400Z,20180225T114417Z,,0,CONFIRMED,Aula da Saudade,OPAQUE,2018,02,28,2018-02-28,23:00,2018,03,01,2018-03-01,02:00,03:00:00
145,20180302T130000Z,20180302T200000Z,1kbeo2pb96ltstcq855m5rdlrl@google.com,20180225T114522Z,20180225T114531Z,Biblioteca CFCH,0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,03,02,2018-03-02,13:00,2018,03,02,2018-03-02,20:00,07:00:00
146,20180304T110000Z,20180304T150000Z,4qlusp8iu9o8pdo4eod59t77e6@google.com,20180225T115347Z,20180225T115414Z,Casa,0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,03,04,2018-03-04,11:00,2018,03,04,2018-03-04,15:00,04:00:00
147,20180305T173000Z,20180305T183000Z,3qkbuagbchrq826hfd1vkvqii8@google.com,20180117T215932Z,20180225T115423Z,,0,CONFIRMED,3ª Reunião Ordinária Analytique Consultoria 2018,OPAQUE,2018,03,05,2018-03-05,17:30,2018,03,05,2018-03-05,18:30,01:00:00
148,20180305T110000Z,20180305T183000Z,2a8gb3010b53ieg2t7ir421oit@google.com,20180225T115455Z,20180225T122401Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Finalizar Relatório PIBIC,OPAQUE,2018,03,05,2018-03-05,11:00,2018,03,05,2018-03-05,18:30,07:00:30
149,20180305T200000Z,20180305T220000Z,2jeeif9i8vl2m7o8l76dua9dfv@google.com,20180225T115523Z,20180225T122440Z,Sala D005 CCEN,0,CONFIRMED,Programação I,OPAQUE,2018,03,05,2018-03-05,20:00,2018,03,05,2018-03-05,22:00,02:00:00
150,20180307T103000Z,20180307T121000Z,74bgk9sncmfho54pkbq46n9s1e@google.com,20180225T122533Z,20180225T122533Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,03,07,2018-03-07,10:30,2018,03,07,2018-03-07,12:10,01:59:40
151,20180308T103000Z,20180308T163000Z,08fi1tdg2sar0nqck6meb2saru@google.com,20180225T122554Z,20180225T122554Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Trabalhar em DIAGJUV,OPAQUE,2018,03,08,2018-03-08,10:30,2018,03,08,2018-03-08,16:30,06:00:00
152,20180308T215000Z,20180308T233000Z,5eeil5a7ou5nhqcs10ra5535lv@google.com,20180225T122614Z,20180225T122614Z,Sala D005 CCEN,0,CONFIRMED,Programação I,OPAQUE,2018,03,08,2018-03-08,21:50,2018,03,08,2018-03-08,23:30,01:59:40
153,20180309T103000Z,20180309T121000Z,18h3v8kpc7kkov8kc7va1f4e4q@google.com,20180225T122704Z,20180225T122704Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,03,09,2018-03-09,10:30,2018,03,09,2018-03-09,12:10,01:59:40
154,20180228T170000Z,20180228T180000Z,096evgk9nbpnmfg1gmhcf9fu62@google.com,20180225T122746Z,20180225T122746Z,,0,CONFIRMED,Almoçar no RU,OPAQUE,2018,02,28,2018-02-28,17:00,2018,02,28,2018-02-28,18:00,01:00:00
155,20180305T221500Z,20180305T234500Z,1kc3pjl8dlfobonh1vq2qa0ame@google.com,20180225T122916Z,20180225T123010Z,,1,CONFIRMED,CEBB Várzea,OPAQUE,2018,03,05,2018-03-05,22:15,2018,03,05,2018-03-05,23:45,01:00:30
156,20180306T003000Z,20180306T023000Z,4ka73bi9r4gh5tcir70ht4cg6q@google.com,20180225T123221Z,20180225T123221Z,,0,CONFIRMED,Trabalhar em DIAGJUV,OPAQUE,2018,03,06,2018-03-06,00:30,2018,03,06,2018-03-06,02:30,02:00:00
157,20180306T230000Z,20180307T020000Z,437cfhu5verljhhesbqv86hh6d@google.com,20180225T122937Z,20180225T140201Z,Casa,2,CONFIRMED,Estudar TDII,OPAQUE,2018,03,06,2018-03-06,23:00,2018,03,07,2018-03-07,02:00,03:00:00
158,20180228T183000Z,20180228T193000Z,792q25r46ogrkc578icet14g1d@google.com,20180225T114126Z,20180226T170343Z,Biblioteca CFCH,2,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,02,28,2018-02-28,18:30,2018,02,28,2018-02-28,19:30,01:00:00
159,20180227T181500Z,20180227T221500Z,4ai2ckfo93bp8hear3cf6ph9cp@google.com,20180220T015144Z,20180227T181249Z,Casa,3,CONFIRMED,PIBIC FUNDAJ,OPAQUE,2018,02,27,2018-02-27,18:15,2018,02,27,2018-02-27,22:15,04:00:00
160,20180228T123000Z,20180228T143000Z,7hl6g59cqfhb2k08nr12de4ahe@google.com,20180220T015227Z,20180227T181338Z,Biblioteca CFCH,1,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,02,28,2018-02-28,12:30,2018,02,28,2018-02-28,14:30,02:00:00
161,20180301T123000Z,20180301T143000Z,5ih81453k9d01tmmg7mo018v51@google.com,20180225T113320Z,20180227T181406Z,"Praça de Casa Forte\, Recife - PE\, Brasil",3,CONFIRMED,Aula R com Carol,OPAQUE,2018,03,01,2018-03-01,12:30,2018,03,01,2018-03-01,14:30,02:00:00
162,20180301T173000Z,20180301T213000Z,0ifaaahipqb8diaiit87bfrvn2@google.com,20180227T181433Z,20180227T181458Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,03,01,2018-03-01,17:30,2018,03,01,2018-03-01,21:30,04:00:00
163,20180303T113000Z,20180303T181500Z,6o2l8bfge03d558h9em5kq8kll@google.com,20180225T114719Z,20180227T181531Z,Casa,0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,03,03,2018-03-03,11:30,2018,03,03,2018-03-03,18:15,06:59:45
164,20180303T183000Z,20180303T203000Z,1qr86oeuqhncn07g2g93latosl@google.com,20180227T181546Z,20180227T181606Z,,1,CONFIRMED,Aula R com Marcelo,OPAQUE,2018,03,03,2018-03-03,18:30,2018,03,03,2018-03-03,20:30,02:00:00
165,20180302T170000Z,20180302T180000Z,7i70hul928jcklesmiuv3u7om0@google.com,20180227T193029Z,20180227T193029Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,2ª Reunião Ordinária OSAR 2018,OPAQUE,2018,03,02,2018-03-02,17:00,2018,03,02,2018-03-02,18:00,01:00:00
166,20180312T200000Z,20180312T220000Z,0jkvc0rnmqg7a6n2aehaja8e9p@google.com,20180301T151135Z,20180301T151135Z,Sala D005 CCEN,0,CONFIRMED,Programação I,OPAQUE,2018,03,12,2018-03-12,20:00,2018,03,12,2018-03-12,22:00,02:00:00
167,20180313T123000Z,20180313T163000Z,4aj5hespkdc7o3epmain51cllk@google.com,20180225T122511Z,20180301T151206Z,,1,CONFIRMED,Processos de I.R.,OPAQUE,2018,03,13,2018-03-13,12:30,2018,03,13,2018-03-13,16:30,04:00:00
168,20180314T103000Z,20180314T121000Z,26iohpbp42pnfie6e4f343l9up@google.com,20180301T151216Z,20180301T151216Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,03,14,2018-03-14,10:30,2018,03,14,2018-03-14,12:10,01:59:40
169,20180316T103000Z,20180316T121000Z,3a4ctathu8qm7ocv0glo41dtd7@google.com,20180301T151229Z,20180301T151229Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,03,16,2018-03-16,10:30,2018,03,16,2018-03-16,12:10,01:59:40
170,20180314T213500Z,20180314T231500Z,0ph0fteen9tm49ekdnevrr7tpc@google.com,20180301T151147Z,20180302T011535Z,Sala D005 CCEN,2,CONFIRMED,Programação I,OPAQUE,2018,03,14,2018-03-14,21:35,2018,03,14,2018-03-14,23:15,01:59:40
171,20180314T123000Z,20180314T140000Z,0o4qkh67dfrpsatl4jc5ugcheo@google.com,20180305T185013Z,20180305T185013Z,,0,CONFIRMED,Reunião PELD - Governança,OPAQUE,2018,03,14,2018-03-14,12:30,2018,03,14,2018-03-14,14:00,01:59:30
172,20180313T170000Z,20180313T190000Z,c8rmcdb6cormab9g61gj0b9k6gr64b9p74p30b9l64pmcd1gchh3ad3168@google.com,20180305T233327Z,20180305T234416Z,"Secretaria Executiva de Juventude do Recife\, Av. Norte Miguel Arr",0,CONFIRMED,Reunião sobre a pesquisa do diagnóstico,OPAQUE,2018,03,13,2018-03-13,17:00,2018,03,13,2018-03-13,19:00,02:00:00
173,20180424T181900Z,20180424T191800Z,7kukuqrfedlm2f9td3uhnk6gebhm1rm8qjrp4tk5lda8vkd9l4tb866qhft4k9cocteg,20180306T223001Z,20180306T223001Z,Cáli CLO,0,CONFIRMED,Voo para Bogotá (LA 4052),TRANSPARENT,2018,04,24,2018-04-24,18:19,2018,04,24,2018-04-24,19:18,00:59:59
174,20180519T180000Z,20180520T010000Z,1gn1mrd6fooohhi2s751tsqf6g@google.com,20180308T221109Z,20180308T221116Z,,0,CONFIRMED,Marcha da Maconha,OPAQUE,2018,05,19,2018-05-19,18:00,2018,05,20,2018-05-20,01:00,07:00:00
175,20180312T173000Z,20180312T183000Z,78apu80p1va1k8rchdsb9q8mcv@google.com,20180305T184601Z,20180312T211719Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Reunião Ordinária Analytique Consultoria,OPAQUE,2018,03,12,2018-03-12,17:30,2018,03,12,2018-03-12,18:30,01:00:00
176,20180313T220000Z,20180314T020000Z,16jr3gtjf4ntvpc9fsf8ncqdmr@google.com,20180312T215920Z,20180312T215920Z,,0,CONFIRMED,Estudar Programação,OPAQUE,2018,03,13,2018-03-13,22:00,2018,03,14,2018-03-14,02:00,04:00:00
177,20180314T160000Z,20180314T210000Z,4i717cbcd8g5tjh0kgp4e9eul9@google.com,20180312T220026Z,20180312T220026Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Estudar Programação,OPAQUE,2018,03,14,2018-03-14,16:00,2018,03,14,2018-03-14,21:00,05:00:00
178,20180316T173000Z,20180316T190000Z,6crm8d1g6so6cb9j6opj6b9k6gqjcb9pckqjgbb2c4omcp9pckq68p1n6k@google.com,20180308T131702Z,20180312T220139Z,"COMPAZ CORDEIRO\, Av. Gen. San Martin\, 1083 - Bongi\, Recife - PE",0,CONFIRMED,Reunião Sec Segurança Urbana - diagnóstico,OPAQUE,2018,03,16,2018-03-16,17:30,2018,03,16,2018-03-16,19:00,01:59:30
179,20180315T110000Z,20180315T150000Z,38lcq7qum6gic3vcajfrnl74of@google.com,20180312T220433Z,20180312T220433Z,,0,CONFIRMED,Estudar em FUNDAJ,OPAQUE,2018,03,15,2018-03-15,11:00,2018,03,15,2018-03-15,15:00,04:00:00
180,20180315T170000Z,20180315T230000Z,5oqddd76l71bmdm8qgllpf1tbp@google.com,20180312T220458Z,20180312T220458Z,,0,CONFIRMED,Trabalhar em FUNDAJ,OPAQUE,2018,03,15,2018-03-15,17:00,2018,03,15,2018-03-15,23:00,06:00:00
181,20180404T123000Z,20180404T150000Z,6c2iad4otpnvr18bmji3d5sg73@google.com,20180314T143045Z,20180314T233525Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,Reunião PELD - TAMS,OPAQUE,2018,04,04,2018-04-04,12:30,2018,04,04,2018-04-04,15:00,02:59:30
182,20180318T120000Z,20180318T130000Z,2fu5u5a486a20vevc63h8nkqas@google.com,20180317T220225Z,20180317T220252Z,,0,CONFIRMED,Estruturar Calendário e PIBIC,OPAQUE,2018,03,18,2018-03-18,12:00,2018,03,18,2018-03-18,13:00,01:00:00
183,20180318T163000Z,20180318T173000Z,1v1crp6n2q72mjpce2uamtmkks@google.com,20180317T220644Z,20180317T220809Z,,0,CONFIRMED,Estruturar Consultoria M. Olimpio,OPAQUE,2018,03,18,2018-03-18,16:30,2018,03,18,2018-03-18,17:30,01:00:00
184,20180318T180000Z,20180318T200000Z,6ri9d0jsqrcni02mpirbccjkg7@google.com,20180317T220827Z,20180317T220837Z,,0,CONFIRMED,Consultoria M. Olimpio,OPAQUE,2018,03,18,2018-03-18,18:00,2018,03,18,2018-03-18,20:00,02:00:00
185,20180319T150000Z,20180319T160000Z,3umf6qs1k6le7ggifk1c187kjk@google.com,20180317T221017Z,20180317T221112Z,,0,CONFIRMED,Almoçar FUNDAJ,OPAQUE,2018,03,19,2018-03-19,15:00,2018,03,19,2018-03-19,16:00,01:00:00
186,20180319T200000Z,20180319T220000Z,1d33f1vpbph6mtuuf7sd9t2cep@google.com,20180317T221139Z,20180317T221139Z,,0,CONFIRMED,Aula Programação I,OPAQUE,2018,03,19,2018-03-19,20:00,2018,03,19,2018-03-19,22:00,02:00:00
187,20180319T222000Z,20180320T012000Z,1vhrfqqa97k1uqs3cjrv52f790@google.com,20180317T221250Z,20180317T221250Z,,0,CONFIRMED,Trabalhar em DIAGJUV,OPAQUE,2018,03,19,2018-03-19,22:20,2018,03,20,2018-03-20,01:20,03:00:00
188,20180320T160000Z,20180320T170000Z,288dup1t7kglne8g0l8rn9v1a5@google.com,20180317T221549Z,20180317T221549Z,,0,CONFIRMED,Almoçar RU,OPAQUE,2018,03,20,2018-03-20,16:00,2018,03,20,2018-03-20,17:00,01:00:00
189,20180321T103000Z,20180321T123000Z,7ee3lvafico8kcp0v7i6q269nu@google.com,20180317T221636Z,20180317T221636Z,,0,CONFIRMED,Aula TDII,OPAQUE,2018,03,21,2018-03-21,10:30,2018,03,21,2018-03-21,12:30,02:00:00
190,20180319T110000Z,20180319T150000Z,5nobcaotjs4f203abnqssrctdo@google.com,20180317T220040Z,20180317T222002Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",1,CONFIRMED,Estudar Teoria Democrática p/ PIBIC,OPAQUE,2018,03,19,2018-03-19,11:00,2018,03,19,2018-03-19,15:00,04:00:00
191,20180322T103000Z,20180322T223000Z,0cdgqlq1p7e0osdqp2v8v8dkcm@google.com,20180317T221814Z,20180317T222124Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",2,CONFIRMED,Estudar p/ PIBIC,OPAQUE,2018,03,22,2018-03-22,10:30,2018,03,22,2018-03-22,22:30,12:00:00
192,20180412T110000Z,20180412T200000Z,4ooge1f71q3bo6lab1793bqcn8@google.com,20180317T222239Z,20180317T222239Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Apresentação PIBIC,OPAQUE,2018,04,12,2018-04-12,11:00,2018,04,12,2018-04-12,20:00,09:00:00
193,20180323T103000Z,20180323T123000Z,5b2a3d93fg22ajcolgnpbs2gok@google.com,20180317T222354Z,20180317T222414Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",1,CONFIRMED,Aula Teoria Democrática II,OPAQUE,2018,03,23,2018-03-23,10:30,2018,03,23,2018-03-23,12:30,02:00:00
194,20180321T213000Z,20180321T233000Z,11m58rhae5s6fvf83i8gpv0pln@google.com,20180317T222512Z,20180317T222512Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Aula Programação I,OPAQUE,2018,03,21,2018-03-21,21:30,2018,03,21,2018-03-21,23:30,02:00:00
195,20180328T213000Z,20180328T233000Z,0ts2qne9432fu0cpfi7jdvgve5@google.com,20180317T222524Z,20180317T222524Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Aula Programação I,OPAQUE,2018,03,28,2018-03-28,21:30,2018,03,28,2018-03-28,23:30,02:00:00
196,20180404T213000Z,20180404T233000Z,2bd99brgk6ua1iknnhg72gfjon@google.com,20180317T222537Z,20180317T222537Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Aula Programação I,OPAQUE,2018,04,04,2018-04-04,21:30,2018,04,04,2018-04-04,23:30,02:00:00
197,20180318T130000Z,20180318T160000Z,7b08tisg9vmhqq4iqejirboic2@google.com,20180317T220320Z,20180317T222856Z,,0,CONFIRMED,Finalizar Lista Programação,OPAQUE,2018,03,18,2018-03-18,13:00,2018,03,18,2018-03-18,16:00,03:00:00
198,20180320T173000Z,20180320T210000Z,55579s0vnn02uql9dot97qcmf0@google.com,20180317T221433Z,20180317T222914Z,,0,CONFIRMED,Reunião Violencia Gênero,OPAQUE,2018,03,20,2018-03-20,17:30,2018,03,20,2018-03-20,21:00,03:59:30
